Title,Date,Rating,Content
more than just a laugh...taught me great life lessons as well,1 March 2011,10.0,"I'm from the Philippines. For years, I have always been curious about Indian cinema. I've seen clips of Indian films on cable TV and to be honest...I just don't get it. I don't get all the silly dancing and singing in almost all movies. I find it so corny and irrelevant to the story. But don't get me wrong, Philippine movies back in the 80's were also filled with corny singing and dancing. But we have gone past those and transitioned into movie-making based on good scripts...rather than cheesy story lines. When a friend of mine recommended this movie, I haven't really heard of it. I thought it was a Hollywood release but it wasn't. It was a Bollywood movie. He said it was really funny, so out of curiosity, I got hold of a copy. My first thought was that it was nothing but a silly story of 3 guys doing slapstick comedy that I have all seen before. When they started singing ""All iz well.."" I told myself... I knew it! Just what I thought.But as the movie progressed...I was amazed at the intelligence embedded in this movie. I was so impressed with the smart dialogues delivered by Amir Khan. It was so mature and thought-provoking. The life crisis all of them were in... the pressures at school..the pressures from society and the pressures from family as well... they rang so true. I was even at one time crying my heart out. I can't believe it! All the preconceived notions about a Bollywood movie were obliterated. I was so moved by this picture and I have no regrets seeing it."
Best moive,14 April 2021,10.0,Best of all. The way of narrating the story touches the soul in the heart because the college life which we go through it have shown so many rules when it will start imagining in your own real life that is really true in every life we have certain role and we have to go through it.
"This Christmas & New Year, go gift yourselves - watch this phenomena (Not for Professors) !",25 December 2009,10.0,"I'm an IITian myself and hence, needless to say, was looking forward to this movie as it is based on the life in IITs. I went with my family and watched the first-day-first-show and was I pleased ? In one sentence - The best Bollywood movie ever ! If you are into movies, then this one is not to be missed unless you are the 4th idiot. I cried, I laughed and I enjoyed every moment of the 3 hours that I spent watching this gem. The songs that seemed mediocre before watching the movie, feel like perfect for the movie. They are so ideal for the situations that I just loved them.As you can understand, they could not bring the name of any IIT into the movie to avoid disputes. But trust me, whatever they have shown about the life in IITs, it's all true. Right from suicides, cold-hearted Professors to lack of encouragement and support for talents who can really bring serious change in this world. The movie successfully depicts how once inside, your life is only about meaningless grades, go get into the race before it's too late.Take my free advice and avoid any reviews or words from people who have already seen the movie. Don't let anyone spoil any scene from the movie. Rush to the nearest theater and experience the phenomenon for yourself. You'll bless me for this advice !"
Aamir has yet again chased excellence & success follows him !,24 December 2009,10.0,"Plot Two idiots Farhan (Madhavan) and Raju (Sharman) sets outs on a journey to find their lost friend and the 3rd idiot Rancho (Aamir).. As the journey starts off, their college life and old memories of their friendship, with a unique free-thinker Rancho who inspired them and changed their lives, are unfolded through flashbacks and followed with some twists and turns...My Views 3 Idiots looks at our educational system which pressurizes the students and does not allow to chose his destination by his own wish, in a satirical way and brings out some of the flaws in it... On parallel there is a love angle between Rancho and Pia (Kareena)... Many of the situations/characters have resemblance or inspiration to ""Five Point Someone"", blockbuster novel penned by Chetan Bhagat...Both humour and emotional quotients are amalgamated in the right proportion, full credits to Raju for that... Film offers lots of quality rib-tickling moments throughout.. The intermission point offers a twist that is totally out of the blue and keeps you hooked to the movie ! Just when you think this feel-good comic caper is leading to its culmination, there is another surprising element at the climax which is brilliantly weaved out by Hirani...Technically, it rocks with astounding and visually arresting cinematography, the aerial shots of Shimla and Ladakh are a pleasant treat for our eyes... Editing was good... Song visualizations were cool... Music was good and well placed with the flow of the narration...Coming to performances, all of them comes out with convincing portrayals, but it is Aamir Khan, the real showman of Bollywood, steals the shows with yet another stellar portrayal and will go down as one of his best performances. His looks and mannerisms as a college student was genuine and consummate.. Madhavan and Sharman adds up with commendable performances... Kareena does her part well... Among the supporting, Boman Irani as the eccentric head of the institution was too good...On the downside, there are some unbelievable filmy situations which can be excused as writer's liberty and the episode of Mona's delivery was a bit far stretched.. Still these minor negatives does not affect this wholesome entertainer ! In short the basic theme of the movie is that ""chase excellence and success will follow"".. Just like that Aamir and Raju has chased excellence and success is following them...So to sum up, Aamir and Hirani has delivered the best movie of 2009... Do yourself a favour by seeing this highly emotional and feel good comic entertainer...Verdict : THE BEST of 2009 ! Rating : 9/10for more reviews of the latest Indian movies, visit www.snehasallapam.com"
This inspires me to watch more Bollywood movies,20 September 2017,10.0,"Until recently my only exposure to Indian cinema was Satyajit Ray. Like a lot of Americans, my knowledge of Bollywood was based entirely on film clips and American take-offs of lavish musical numbers.I searched a few lists of top Bollywood films and settled on 3 Idiots, which turned out to be a wonderful decision. The movie is terrifically funny and engaging, seamlessly moving from comedy to tragedy to musical numbers.The story centers around a brilliant, iconoclastic technical student who spends the movie telling people to follow their dreams. While generally lighthearted, the movie strongly addresses the apparently terrible stresses on Indian college students. But in spite of some dark moments, overall this is about as feel-good as you can get. Feel-good to an absurd degree? Sure. But what's so bad about feeling good?When I think of Bollywood I think of big musical numbers, and there are a handful here, although they're a tiny part of the three-hour running time. Still, they are tremendous fun.To sum up, I saw a Bollywood movie, I laughed, I cried, and now I want to see more.UPDATE: I saw more. So many good movies out there!"
Great Entertainer / but Story and Character holes,17 February 2010,10.0,"3 Idiots is way too short a movie, which is simply another way of saying that it is an extremely entertaining movie! Raju Hirani has served an hat trick. Three great movies in a row. Raju has brought his Gandhigiri to the world of education, this time the Gandhian is Rancho.Acting is great by Boman Irani, Sharman Joshi and the best Omi Vaidya or Chatur, without whom 3 idiots would not have been what it is.Its almost impossible to find any significant deviations to excellence when you have a team like this one. Raju, Boman, Aamir, the perfectionist to name a few.But there were a couple of things under the surface that disturbed me a little bit.To start with the easy one, When you anger your senior in the first 5 minutes of entering the college, you know for sure it cannot end there. So from that point of view, the ragging scene mysteriously ends prematurely. Another one is, Boman Iirani or Virus knows Rancho's dad's monthly income but not his address? They spend 10 years searching for him, why didn't they check the college register?Now for some serious ones.I like Aamir Khan movies because you never ever ever see Aamir, you only see the character he is playing, which is exactly how it should be. Unlike Salman Khan and Shah Rukh Khan movies where you see the movie stars instead of their characters (exceptions apply of course, for example in ""Chak de India"" you couldn't find Shah Rukh even if you wanted to). In 3 idiots, I got to see Aamir Khan more than a couple of times and I was surprised. That got me thinking, why would our perfectionist entertainer allow for something like this.The plot thickens and the mystery deepens. Hmmmm. So I dug deeper and eventually hit the gold mine. Its not Aamir, it's his character Rancho which has a fundamental flaw that even Aamir could not overcome. Rancho is projected as someone who loves to learn, he wants to take in every ounce of knowledge he can absorb for any source possible. But his actions are that of a revolutionary, from teaching the director on how to teach to mocking the definitions of machines and books. On one side he is a sponge, an introvert on the other hand he is a rebel, and extrovert. These opposites needed reconciliation in the story.Somewhere along the way, even meanness crept in. I am referring to Chatur's switched speech. Now don't get me wrong, I enjoyed every bit of that scene. But that does not mean that it flowed with Rancho's character. I think the writers mixed up Aamir's earlier characters, Aakash from Dil Chahta Hai would do this in a heartbeat, DJ from ""Rang de Basanti"" would probably go one step beyond, but not Rancho and definitely not for a ""demo"". Rancho is pure, or at least that's what Raju is portraying him. The same goes with the climax. Now, even though, all of us cheered when Chatur got shafted towards the end in a strange twist of fate. Some how I had a hard time believing that filing 400 patents and signing with the Japanese gel well with this Gandhian educator.Aamir, in his interview, mentioned his approach to looking young in the movie. His pacings, mannerisms, style of dialogue delivery etc. He executes brilliantly on them.Madhavan is decent. He could have been much better.Omi Vaidya, or Chatur, is the real find of this movie. Hope to see more from him.One additional aspect which is not easily apparent is that this is one of the few movies that projects intelligence with the coolness it deserves, and not in the traditional Hollywood style of nerd portrayal. This is a better role model for students. Towards that end it is on par with Matrix.To make it clear, this movie is vastly more entertaining than most of the movies of 2009. But I am not comparing this movie with other movies, that would be like comparing apples with windows. I am comparing this to other Aamir and Raju Herani movies. And in that comparison, this does not shine as bright.______________________Now, here's what I would have changed if I was in control.* Raggers are caught by the director and are convinced without any ""pressure"" not to rag any more * Reconcile Rancho's character's fundamental flaw, requires serious deep dive * Motivation for Chatur's speech prank redone, maybe not even instigated by Rancho * Some better reason why nobody can find Rancho * Redo the Javed Jaffery scene where he talks to his dead father, turning the tables to show that Javed actually wanted to take his father to Disney Land but his father kept on insisting that they wait for the highway contract to go thru. That would be hilarious. * Sharman Joshi's family is so central to him but are missing 10 years later, in the starting scene, some how bring them in. Maybe his wife is on the phone talking to his sister, happily married in Bombay, when she yells ""No Pants"".This review was originally posted on my blog: http://roundhayreview.blogspot.com/2010/01/3-idiots.html"
3 idiots is a masterpiece and easily one of the greatest Bollywood movies of all time,24 December 2009,9.0,"I saw the paid premiere of 3 idiots today.On the whole, 3 idiots is a winner all the way everythingwise.3 idiots suits the term 'landmark cinema' and has all it takes to help Bollywood take a giant step into world cinema with pride.3 idiots is a sparkling example of qualitative cinema.3 idiots not only entertains, it also enlightens.3 idiots is forward-thinking, but also makes you recall your roots. It promises lots of laughs and also a heartwarming message.There are movies aplenty, but very few remain etched in your memory and possess recall value. 3 idiots is one of those films. Indisputably and undeniably, this Aamir-Madhavan-Sharman outing is worth the price of the ticket and more.The film will set new records and has the merits to emerge one of the biggest hits of all times. The weekend business should be historic, the Week 1 business should be unparalleled, the lifetime gross should be amongst the biggest of all times. In short, 3 idiots has 'Blockbuster' written all over it.The story of 3 idiots has been told differently and most importantly, the story offers so many twists-n-turns that you just can't guess what would unfold next.There's so much happening in every scene and the screenplay is so gripping that you don't feel the need to look at the auditorium ceiling or at your watch at brief intervals. You aren't restless. 3 idiots demonstrates how strong film-making can enhance and elevate an already solid concept.An Aamir Khan film is nothing short of an event. The supremely talented actor acts in one film a year and no two films are ever identical in terms of plot line.To sum up, 3 idiots is commercial Hindi cinema at its best. The film has 'Hit' written all over it. Let me put it this way: Cancel whatever you're doing today and go watch 3 idiots instead.Director Rajkumar Hirani strikes a fine balance between humor and emotions. The comic portions are executed with panache, the drama is attention-grabbing and the emotional quotient is strong enough to turn you moist-eyed. The marriage of humor and emotions as also technique and content is what drives 3 idiots to the winning post."
One of the best movie of decade,24 December 2009,10.0,"Aamir does it again. what a movie .from start to the end, hilarious moments.screenplay is fantastic. full on comedy and yet it never looses its heart. Aamir pulls off a 22 year old character with brilliance. never for once you feel you are watching aamir .It was rancho on screen. sharman n madhavan - i bow down to them. music looks OK on cd but during movie it worked as a plus point. situational tracks works in the favour of film. runtime may sound a bit too much but believe me, you wont know when the first half is over. second half may seem a bit too hilarious but apart from that its a masterpiece. gr8 aamir ,another brilliant movie.10/10"
Best Movie of 2009! Aamir Khan reigns Supreme!!,24 December 2009,10.0,"We saw a sneak preview of 3 Idiots last night at Globus Cinema in Bandra, Mumbai.Brilliant. Simply, brilliant.Simple but articulate story telling laced with lots of humour and lessons from life. A wonderful experience to watch as every single actor from Sharman, Madhavan, Boman, Kareena & Aamir deliver probably the best performance in a movie this year.Sharman & Madhavan start off on a journey to seek out their friend Rancho. Together they were the 3 Idiots in college. And they take us the viewers with them on this beautiful journey with such warmth, panache, humour and love, that we don't want the journey to end.Sharman really shows why he's one actor to watch out for. His acting genes come through in every single scene. He's perfect in his role. Sharman, you rock!Madhavan as the guy who's chasing his father's dreams rather than his own is wonderful. The character who learns to laugh at life and it's ironies thanks to his friend Rancho. Madhavan shows his humorous side brilliantly savoring every scene and making it a pleasure to watch. His narration of the movie is very good.Boman Irani is probably the one actor we take most for granted just because he's so brilliant! His characterization of the control-crazy, hyper-active, hyper-competitive, almost dictator-ish, college principal, is beyond words. He plays it so so well, that you love to hate him. He's that Good.Kareena comes through in this movie as one of the finest actresses we have. No one else could have played her part and also looked so beautiful at the same time.And now take it from a hard core Amitabh Bachchan fan, Aamir Khan is the best actor in town today after AB. Period.His range is phenomenal and his characterization of 'Rancho' in this movie is positively brilliant. The small mannerisms, the walk, the smile, the attitude, the brilliance of a young person who's not restricted by the educational system, his positive attitude towards every thing in life, it's Rancho you are looking at. Not Aamir. Aamir's ability to transform himself convincingly from the super-huge well-built temporary amnesia patient on a revenge spree in Ghajini to this whacked out college student, which is half the age he played in last movie shows his prowess as a master actor to transcend age barriers to play almost every role in the book.This is THE best movie of 2009. Aamir again reigns supreme. Thank you Raju Hirani & Vidhu Vinod Chopra.Cliché word, but I have to use it - FANTASTIC !! 10/10 P.S. Don't forget to say 'Aal Izz Well'"
One of the best movies that make you laugh and cry and think at the same time,1 July 2014,10.0,"This is the first Bollywood movie I have seen. (I don't know if ""Slum dog millionaire"" is also an Indian movie or not.) I have learned from my parents long ago that Indian movies are excellent and full of dance scenes. They watched quite a few Indian movies when they were youngsters.Then I had my first experience of watching a Bollywood movie quiet by accident. It was during the sports meet held by the school in which I teach English. I was appointed to do some work using the computer, which we would run some movies when we were free. And the first movie was ""3 Idiots."" I don't know who picked the movie. To be honest, I never would have picked this one myself because of its stupid Chinese title, which, translated back into English, is ""3 idiots who make scenes in Bollywood"". I expected to see a movie that was funny from beginning to end and that could be enjoyed without your brain working too hard. It turned out to be way more than that. It's a movie that made me laugh uncontrollably at some points, shed tears at other points and think all the time.It's about friendship, dream, love and college education. I think the best part is about college education. The situation depicted in the film is almost the same as in China. As a teacher in a high school in China, I know exactly what problems we have in education. What shows in the movie is exactly what happens in China right now. We attach so much importance to grades that teachers and parents will do anything to improve their study, which causes a lot of students' losing interest in study. I recommend all Chinese educators see this movie. I myself have watched it for at least 6 times, including those times I watched it in my class with my students.I give it a ten."
A wise person may look like an idiot: Chinese proverb,2 September 2011,10.0,"I missed it during the 2010 Hong Kong International Film Festival and am really glad it is released publicly.Haven't seen such a feel good movie for a long time. Excellent and inspiring plot with very positive messages and many hilarious scenes.Inspiring messages and witty lines are dotted throughout the movie, intertwined with some teary scenes: all is well if you follow your passion; chase excellence and success will follow; be brave and follow your dream; think outside the box and be flexible.It challenges our current values on education and success – that we should learn for the sake of learning but not for grades or what others want us to do. What's the point if you memorize everything but do not understand what it means and do not know how to put what you have learned into application? What an inspiring movie. It challenges your comfort thinking mode and urge you to be yourself and chase your dream/passion.Excellent acting, colorful and typical Bollywood musical scenes with uplifting songs and dance moves, not to mention the soothing natural scenery interspersed in the moving episodes of friendship, love, family and playful/stressful campus life.Every student, teacher, and parent or anyone who cares about our future should see it. What kind of world do we want to live in? What kind of person do we want our next generation to be? What kind of lives do we want to lead? This movie makes us ponder on these.Somehow the movie echoed Steve Job's quotes : ""Your time is limited, so don't waste it living someone else's life. Don't be trapped by dogma—which is living with the results of other people's thinking."" ""Remembering that you are going to die is the best way I know to avoid the trap of thinking you have something to lose. You are already naked. There is no reason not to follow your heart."" Both Steve and the Rancho character (Aamir Khan) are smart and creative, nice and helpful to friends and people who are willing to learn. They are true to their feelings. They dare to challenge authority and encourages others to do the same. We need more people like these in this world.Just go see it. You won't regret it."
GOOD in comedy but somewhat below expectation!!!,3 January 2010,10.0,"i recently saw 3idiots in fun cinemas. obviously as the title suggests its a comedy cinema based on intelligent & loving idiots. movie's basic theme as it was promoted as engineering college film follows it before first half , but in the second half it simply becomes an idiotic desi Indian cinema with lot of foolish incidents. this is good to cover and attract audience but failed to become a college classic. we expect a lot from rajkumar hirani, though he had made a good cinema but i still say he was best in his munnabhai series..go if u want to see completely bollywood ishtyle Hindi cinema based on funny college incidents..i simply give 7.5/10.."
"""Aal izz well"".",2 November 2017,10.0,"Never would I have thought that a movie that looked this stupid on paper could have turned out so good. Just looking at the DVD cover would have been enough to turn this film back in but it shows up in IMDb's Top #250 so I thought I'd give it a try. It didn't start out that well for me but before long the movie's magic began to take hold. Not that there's anything daringly new about it's message; it all has to do with believing in one's self and doing what you really want to do with your life after one's formal education is completed.Aamir Khan is a potent anchor for the story of three college friends attending the Imperial College of Engineering, and Rancho's ideas about success don't revolve around getting the best grades but actually learning something. I could see somebody like a younger Matthew Perry performing the role if this was an American film. I wasn't really expecting as much in the way of music from this story, but with the amount of song and dance you could almost call it a musical. The 'Zoobi Doobi' dance number was quite infectious and looked like a lot of fun.Another thing that keeps you engaged is the non-linear story telling technique. But the thing is, you never really get confused when the time line changes from ten years ago to present day. With all the humorous situations presented, this could have easily fallen into slapstick, and it did get close at times, but then the story pulled back with a poignant message or a sobering decision one of the characters had to make. Story threads are tied up that one forgets along the way and that's another cool element. I just thought it was a uniquely creative film with a neat twist at the end with the identity of Rancho. There's even a romance thrown in for our principal player, and when it was over, I had the feeling that this is what ""La La Land"" could have been but never came close."
only for idiots,27 December 2009,10.0,"This was a good year for Indian cinema, with movies like Dev.D,Gulal, Siddharth: the Prisoner and Kaminey giving a new direction. I was expecting that 3 idiots will be like a Lassi after having a spicy Panjabi Dinner but alas, Aamir disappointed once again. I do not mind losing my 200 bugs, but surely mind losing my precious hair. This movie is very loosely based upon Five point some one and has done balatakar of it. you will feel sleepy after listening Aamir's boring lecture about, life and education. He makes extra efforts to look like a student which unfortunately failed miserably. In the first half in a scene Aamir goes to one of his room mate's home. That scene makes such a mockery of their poverty that i feel like slapping the director. If that scene is not enough to cause headache, than baby delivery scene in the second half surely does. And than comes the Aamir's great invention, making a inventor for the cars batteries, wow that will make even Einstein proud. The only positive thing about the movie is some two or three good one liner and two songs."
Haven't Tasted any other movie like This one,27 February 2021,10.0,"This Movie Is an art and Rajkumar hirani is The Artist. The first time I saw this movie, I became a big fan of Amir Khan, although the first time I did not see the whole. After that, every time I watched this movie, I became a fan of each and every character. This is my most watched movie of my life. Loved it!"
Don't BE A STUPID BE AN I.D.I.O.T. ! must watch.,25 December 2009,9.0,"Yesterday i watched 3 I.D.I.O.TS(I Do it On My terms)the most entertaining and simply the best movie of this decade after RDB. a movie with a message(chase excellence success will follow)without loosing its sense of humor,a movie about friendship and love,a movie about flawed education system, a movie about unhealthy competition.this movie is team work ,every one does its part very well. Aamir (what a actor he is!!!)is excellent as Rancho ,Madhavan and Sharman are perfectly in sync(watch both of them in drunk scene), Kareena is OK,Boman played director's character as good as it was possible,Omi was top notch (watch Chamatkar \Balatkar scene),But whenever the team wins credit goes to captain,and here the captain is Rajkumar hirani.He gave 'Jaadu Ki Jhappi 'in MB,'Gandhigiri' in LRMB and now he says 'ALL IZZ WELL' and believe me he is 100% right.Dialogues: Witty with humor and to the point, Chamatkar \Balatkar scene is one of the best comic scenes . Music: Shantanu Moitra's music also have a role in the movie,all the songs come alive on the screen,(watch Zoobie-Doobie and Aal Izz Well)FINAL WORDS: its like a marriage between RDB and Lage Raho Munnabhai. no doubt there is some MASALA but we indians like it . Rating: FIVE POINT SOMETHING OUT OF FIVE.Don't BE A STUPID BE AN I.D.I.O.T. ! must watch."
